userId,movieId,rating,timestamp
288,802,3.0,976122092
232,4776,4.5,1206995960
398,7361,4.0,1311207930
109,11,4.0,841108045
68,102445,5.0,1372618131
64,2858,2.5,1161520054
525,1682,4.5,1476477635
498,454,5.0,839197341
603,2245,3.0,953927787
95,5464,4.0,1048382977
561,2005,4.5,1491091982
501,15,1.0,844973980
305,122904,5.0,1460134128
190,6016,5.0,1504310109
506,45880,3.0,1424487103
50,170875,1.0,1514498060
610,231,4.0,1479544262
266,555,5.0,945670160
606,1259,4.0,1171825255
118,296,4.0,944924487
20,4734,1.0,1054037534
402,376,4.0,852551954
438,5792,4.0,1105654036
111,184257,4.0,1518812074
537,104841,3.0,1424140760
429,218,4.0,828124615
606,7033,3.0,1171811728
63,3555,3.0,1443368334
140,5357,3.0,1024051464
428,5810,2.0,1111524913
459,50872,4.0,1520234035
71,1240,4.0,864739946
436,434,3.0,833529549
305,1247,5.0,1460135620
325,5075,4.0,1039399488
234,317,5.0,1004409682
368,225,3.0,971276975
21,51084,3.5,1417378446
104,1022,4.0,1048590907
304,208,4.0,891173703
461,2762,4.0,1505935252
605,7444,3.0,1277095760
63,32,3.0,1443199999
474,2333,3.5,1053348161
414,32116,2.5,1109962272
414,6832,4.0,1065800202
567,143385,1.0,1525289405
88,8677,0.5,1331421241
318,109187,3.5,1525426802
304,153,3.0,891173670
298,3317,3.0,1447598360
288,6305,3.5,1054568322
177,585,2.5,1435978183
1,2797,4.0,964981710
132,8970,3.5,1157920874
534,103341,3.5,1459787998
261,56367,5.0,1404881646
159,74946,4.0,1508641230
399,33166,4.5,1167222227
298,6564,1.5,1449592498
560,2006,3.5,1469648875
580,33166,3.5,1167789914
480,4921,3.5,1179162682
354,1584,4.0,1200870455
103,90866,4.0,1431955383
265,379,4.0,965315328
67,2329,3.0,1501273601
564,39,3.5,1478453734
603,2567,2.0,963178568
305,6709,4.5,1460303447
567,6333,2.5,1525288012
318,47999,3.5,1413646585
307,733,3.0,1189456315
566,150,3.0,849005096
525,69122,3.0,1476479405
509,3081,3.5,1436101399
587,2145,3.0,953138957
55,2100,0.5,1312747638
555,586,4.0,978747175
597,2064,5.0,941641362
369,785,3.5,1237082940
201,2100,4.0,939820856
385,1210,4.0,865025491
274,2053,1.5,1171787223
202,303,3.0,974919042
606,4085,2.5,1172011258
600,2411,3.0,1237762735
244,3811,5.0,975074928
160,2987,4.0,971113688
140,1021,4.0,1021898763
475,91529,4.0,1498030346
474,4787,4.0,1002757001
448,5303,3.0,1019125877
446,300,3.0,843839272
68,2067,3.0,1355269823
606,1185,4.0,1171842142
166,17,4.0,1190828781
414,1569,4.0,961438822
249,1982,3.0,1364853534
177,82459,4.0,1435525040
7,8207,4.5,1106713442
391,1175,5.0,1030826859
428,4941,2.0,1111524955
414,68157,4.0,1261010104
493,2028,4.0,1001562535
305,168266,3.5,1530817805
410,290,5.0,990807742
452,1801,5.0,1019581043
448,112138,4.0,1417546798
84,691,3.0,860398662
200,33679,5.0,1229887116
68,1275,2.5,1158533795
89,8372,5.0,1520409025
381,1015,3.5,1175821268
464,1777,3.5,1287400673
357,8368,4.5,1348610726
238,4945,4.0,1007931845
290,899,5.0,975030750
260,456,3.5,1109409829
585,3861,4.0,1307416552
490,91658,3.5,1328145293
182,3317,4.0,1054781218
455,597,4.0,836436412
474,4063,2.0,983031485
461,527,3.5,1505935217
608,2710,1.5,1117490685
610,26547,5.0,1479542351
279,122886,3.5,1506394378
483,236,4.0,1232883301
19,1379,2.0,965707828
23,1136,3.0,1107341920
380,2366,5.0,1494803979
474,5863,1.0,1060106306
412,951,5.0,939114304
403,1291,4.5,1225243605
282,2502,4.5,1378491812
307,1562,2.5,1186085940
483,56339,4.5,1202461401
198,4174,3.0,1034136139
182,2770,2.5,1055155607
318,3038,4.0,1417889359
590,7143,3.0,1258422493
56,364,5.0,835799253
391,2947,4.0,1032388314
153,2617,0.5,1525552650
298,1779,2.0,1450452866
128,942,4.0,899033506
233,1136,3.0,1530047068
462,125,4.0,1121921801
328,2080,3.5,1494210967
232,527,4.5,1241823096
560,100383,3.5,1469657722
232,4343,2.5,1218167479
562,2396,4.5,1368897359
474,1797,4.0,1165540018
474,2095,2.0,1047055072
352,3481,3.0,1493673601
111,128975,3.0,1516156182
359,2530,3.0,1192499889
414,54503,4.0,1188919664
63,648,4.0,1443201073
400,47,5.0,1498870391
188,1212,5.0,962560383
298,1221,3.5,1450452223
249,86960,2.0,1346753584
68,27473,2.5,1254028125
95,1921,4.5,1105400874
292,968,1.0,1015374438
338,30793,2.5,1530148341
328,55820,4.5,1494211962
380,179119,4.0,1536872796
414,31162,3.0,1216145625
420,1131,4.0,1229802733
434,2916,4.0,1270606571
453,4993,4.0,1018860207
64,778,5.0,1161521611
573,5093,2.0,1186590055
560,1210,4.0,1469647971
465,3704,3.0,959895677
51,4713,5.0,1230930916
305,97752,4.5,1460366788
288,2001,2.0,976120623
328,69844,4.0,1494212121
381,6157,2.5,1167542724
23,750,3.0,1107164374
448,106918,3.0,1421520824
380,21,2.0,1493422718
68,1676,2.0,1158532501
398,5971,5.0,1311207950
509,4447,3.5,1435993458
249,98809,4.5,1356003302
610,116668,4.5,1493848930
517,588,3.0,1487956665
477,4638,3.0,1200941589
274,1863,3.0,1288866173
511,51086,4.0,1522154678
182,188,3.5,1063289502
22,6711,4.0,1268726851
560,105954,3.5,1469657518
514,3294,1.5,1533947075
414,1785,4.0,961515684
226,46335,2.5,1198872911
132,3317,3.5,1157978989
596,1831,2.5,1535834363
438,1653,4.5,1105649551
414,48560,2.5,1187622233
489,5992,3.5,1333232125
286,1721,1.0,1119561957
83,1282,4.5,1333843474
605,2641,3.0,1277176621
573,7445,4.0,1186589739
602,290,3.0,840876032
434,1485,2.0,1271039097
495,2706,4.0,1458636055
232,38038,2.5,1182910140
232,30707,4.5,1218165558
534,69526,2.0,1459788689
489,6615,1.0,1333659071
182,5265,3.0,1055154984
182,1198,3.5,1054781077
223,260,3.5,1226209871
583,296,4.0,1481474161
453,2082,4.0,1005967460
602,14,5.0,840875999
450,1466,4.0,974704538
382,45208,2.0,1515174038
217,2662,2.0,955940534
563,916,4.0,1439932454
415,5693,3.5,1382469883
226,1721,1.5,1114838120
182,2769,2.0,1063284683
509,1517,3.5,1436030426
307,4915,2.0,1186086038
182,4300,4.0,1055156847
527,1663,4.0,1033175310
40,186,3.0,832059273
28,38061,4.5,1234337997
454,2908,4.5,1279476463
561,106489,3.5,1491091100
318,2000,3.5,1275845106
282,4027,4.0,1378495527
405,111,4.5,1298419980
558,3479,3.0,1035416107
332,79091,4.0,1352672501
210,79091,4.0,1533667246
448,8917,4.5,1149412996
313,2105,3.0,1030474902
380,4308,3.0,1494528197
274,2498,2.0,1172031001
479,3893,4.0,1039367332
474,3724,3.5,1201833307
166,1263,3.0,1188774095
562,2144,4.0,1368897249
464,266,4.0,1287400458
298,42725,0.5,1467489416
603,904,5.0,953926481
380,6942,4.0,1494071260
567,91126,1.5,1525288906
202,2147,3.0,975015717
587,1172,5.0,953137693
414,535,3.0,1058630846
428,3285,2.0,1111523444
125,141544,4.0,1474374637
307,1094,2.5,1186161825
414,916,5.0,961513654
29,750,4.5,1310788122
596,122906,5.0,1535708624
606,1291,4.0,1171754643
561,1250,5.0,1491094630
202,3362,4.0,974912467
509,4306,4.0,1435992327
47,3255,2.5,1496207359
480,4823,2.5,1179165519
561,30749,3.5,1491095287
318,3702,3.5,1266783262
606,2311,4.0,1171326048
113,71,1.0,980051522
307,5294,4.0,1190852080
15,1200,5.0,1510572775
465,750,5.0,959896479
129,2987,4.0,1167376685
480,592,4.5,1179177615
294,1591,1.0,966634305
332,7063,4.0,1352674293
606,454,3.0,1171762864
190,5225,5.0,1504310619
202,3194,4.0,974912892
491,95441,3.0,1526673118
73,4995,4.0,1464196972
552,4007,3.0,1112151318
448,8781,3.5,1103897760
414,316,3.0,961515271
233,6365,3.0,1529334082
317,2692,3.0,1430598686
275,194,2.0,1049078438
497,908,3.0,1429127355
441,122886,4.5,1451166640
274,3476,4.0,1171785394
368,2387,3.0,975828421
580,3793,4.5,1167674398
381,1721,3.5,1164877331
132,3863,3.0,1157978804
140,50,3.0,942840991
414,1037,3.0,961515297
522,62434,2.0,1253343269
21,139915,2.5,1441393919
212,48394,4.5,1490114914
411,218,3.0,835532747
525,608,4.5,1476481332
514,159510,2.0,1533946332
567,5690,4.0,1525283784
452,3617,5.0,1013395510
381,8865,2.5,1167543064
6,32,4.0,845553426
570,353,3.0,1181478188
475,2011,5.0,1498031778
113,1735,2.0,980051704
455,357,4.0,836436378
477,33794,4.0,1200940126
274,1023,3.5,1172269297
573,153,1.5,1186722291
424,1805,4.0,1457902112
232,3147,5.0,1218164903
408,3552,5.0,1467454117
412,2278,3.0,939114613
448,97742,1.5,1388835576
230,45499,3.5,1196304679
414,1641,4.0,961438248
564,45720,3.5,1478454535
307,53974,3.0,1196131490
489,4816,1.5,1333022323
239,5816,4.0,1221158427
282,5349,4.0,1378495635
419,175,4.0,1321853539
212,79132,3.5,1490115076
483,97665,2.5,1415577067
199,1641,4.0,940372348
387,3075,3.0,1155747059
45,5500,5.0,1034343884
414,277,2.0,961518753
135,2105,3.0,1009693161
117,266,4.0,844162970
448,7153,4.5,1074121330
474,2491,2.0,1046887780
195,4020,3.0,1009700378
610,2716,5.0,1479542992
599,2707,3.0,1498521482
232,30894,2.0,1218170754
232,37853,3.0,1218170546
477,70286,4.5,1250476937
357,1584,3.0,1348611254
518,3418,3.0,1056907619
153,5349,0.5,1525552590
223,3793,4.0,1226209808
414,3275,5.0,998322752
465,2871,4.0,959896090
18,158972,3.5,1511651100
20,4643,3.0,1054147258
356,3178,3.5,1228072745
84,898,5.0,860397176
561,96737,4.0,1491095350
466,112852,3.5,1439885199
219,3593,0.5,1195944566
610,81591,3.5,1493849078
489,2160,3.5,1333022977
139,68358,3.0,1453924318
316,4720,2.5,1111493559
232,44199,3.5,1182908082
361,2858,2.5,1204048178
286,527,4.0,1119562867
250,3101,5.0,1121217493
42,1060,5.0,996218466
226,1020,2.5,1099624701
64,42632,4.5,1161529769
608,3751,2.0,1117408251
526,30707,3.0,1502132058
105,147328,5.0,1526207391
305,1278,5.0,1460221895
381,70293,4.0,1262898702
91,2097,2.0,1112717157
47,356,4.5,1496206696
518,6323,4.5,1056907754
195,1923,3.0,974709882
119,54286,4.5,1435944763
462,2410,1.5,1123892543
275,2330,5.0,1049078586
226,6502,4.0,1095663809
173,480,4.0,843397944
338,7153,2.5,1530148449
104,595,5.0,1048589291
387,4816,3.0,1148943019
448,59369,2.5,1476562414
64,3752,3.0,1161559618
573,96610,5.0,1370377587
305,4239,3.5,1460303109
298,73017,3.0,1447598317
387,3034,3.0,1094877552
318,3300,3.5,1413054581
603,1960,4.0,953927858
187,145,1.0,1161849123
414,4499,5.0,1008691094
24,2405,2.5,1458941272
380,33162,4.0,1494071450
139,60074,2.5,1453924850
88,785,4.0,1331420167
105,59369,3.5,1446571747
260,1073,4.0,1109409041
274,63072,3.5,1284687292
414,4141,3.0,996776697
6,783,5.0,845554584
91,2617,3.0,1112713655
51,59900,3.0,1230932750
561,30810,3.0,1491092477
484,733,4.5,1342295837
313,3262,5.0,1030556097
254,1580,2.5,1180446506
599,26590,2.0,1519328066
474,4639,2.5,1053021435
183,2288,2.0,992331493
335,50,5.0,1261542414
385,206,2.0,839867522
469,1260,4.0,965336611
570,2797,3.5,1181478023
414,4052,3.0,990716056
66,5481,4.0,1113189950
219,2186,4.5,1194681510
541,434,3.0,835642985
495,1721,5.0,1458635859
68,4308,1.5,1158532299
57,1416,3.0,972175478
324,3978,3.0,974906614
590,196,2.5,1258416975
555,2374,4.0,978823482
385,1032,3.0,842892242
177,4025,3.5,1435526035
318,1212,3.5,1417205182
560,3826,4.0,1469654193
125,95088,3.5,1474413158
213,5952,4.0,1316196318
493,3763,2.0,1001562846
555,1210,5.0,978821670
575,296,5.0,926510724
562,1265,4.0,1368894053
249,1270,4.5,1346756374
141,58559,5.0,1513129850
225,1974,5.0,949261369
610,95510,3.5,1493847823
284,165,5.0,832695146
91,1198,5.0,1112712826
288,2867,3.0,975692661
132,260,2.0,1157920586
493,3578,3.0,1001562785
104,1206,3.0,1048795254
469,2366,3.0,965333710
122,608,5.0,1461561468
599,5076,2.0,1519336916
247,122882,2.0,1467644132
57,1282,4.0,965796031
79,6,4.0,975282111
50,69644,1.0,1514239300
220,1722,3.5,1257738038
182,733,3.0,1054780903
119,296,4.0,1436563596
132,919,3.5,1157922721
15,158,1.0,1299424840
529,736,4.0,855583216
606,665,4.5,1171360930
275,1625,5.0,1049078987
501,805,4.0,844973931
46,590,5.0,834787617
380,2687,5.0,1493420261
182,6303,3.5,1063274615
88,5418,4.5,1331421388
353,70,4.0,831940127
51,4344,3.0,1230930034
140,832,4.0,942842731
206,719,3.0,850763471
42,2000,5.0,996214288
606,69604,3.0,1262965648
169,918,4.0,1070250186
414,3535,4.0,974736967
187,52328,3.0,1180302091
266,1196,5.0,945670292
94,44,1.0,843406960
249,185029,4.5,1537293500
226,2291,3.0,1097545789
599,7669,3.0,1519177587
603,4529,3.0,1000194482
50,46862,3.5,1534178858
432,66090,4.0,1315245148
584,47,5.0,834987730
564,112138,4.0,1478452257
567,82461,2.5,1525288000
512,480,4.0,841449335
256,33493,4.0,1446580264
579,1580,4.0,958881895
480,4855,3.5,1179179076
112,72998,4.0,1518888239
66,7018,5.0,1093747773
137,6787,4.0,1204859228
105,72998,4.0,1446571761
414,2,3.0,961594981
42,708,4.0,996218960
70,1235,4.0,1355184600
357,47999,5.0,1348612612
6,21,2.0,845553382
393,6281,3.0,1430507697
477,8783,4.5,1200941458
246,81845,5.0,1354126212
45,112,4.0,950740583
68,25,3.5,1158531974
182,493,3.5,1054783725
542,2539,3.5,1163388766
538,1035,5.0,1307846823
382,160980,4.0,1515162521
177,56251,3.5,1435804548
140,2067,4.0,1010775624
380,1033,3.0,1494804481
8,153,2.0,839463451
580,8254,3.5,1167792395
351,4876,2.5,1328296249
586,96861,5.0,1529903426
387,7333,4.0,1145250934
464,79132,5.0,1325589057
542,8958,5.0,1163388105
474,1272,4.0,1092920253
307,33672,3.0,1186259519
578,78316,4.0,1300991370
305,2115,1.0,1519591487
169,4936,5.0,1059427699
203,333,1.0,1390094483
606,5614,4.5,1171404629
58,253,2.0,847718617
542,8874,5.0,1163387369
89,142196,4.5,1520409457
390,307,4.5,1250274313
280,364,4.5,1348532128
219,3030,5.0,1194686812
133,1036,3.0,843491446
117,356,4.0,844162810
28,55765,2.5,1234341008
387,1248,4.5,1117437613
273,32,5.0,835861257
600,2324,4.5,1237713239
474,4641,4.0,1046809155
165,110,4.0,1046741213
448,123947,3.0,1451681053
279,1210,4.5,1506394308
221,7216,4.5,1119984215
274,2005,4.0,1223524676
294,2367,1.0,966634240
434,648,4.0,1270604662
387,2789,3.5,1094940424
380,4886,5.0,1493473866
448,34162,4.0,1159096044
480,8917,2.5,1179163798
422,2581,3.0,1010279673
343,2598,4.0,1202060315
246,62336,5.0,1354127033
177,69481,5.0,1435524949
387,2728,3.5,1094876693
89,143559,5.0,1520409581
125,3083,4.0,1474470031
17,1201,5.0,1305696878
477,2502,4.5,1200941188
19,1259,3.0,965705725
432,296,2.5,1315244535
330,153,3.0,1285905011
318,4014,4.0,1262805035
422,4971,3.0,1007497925
481,986,3.0,895844838
308,41566,4.0,1421375202
282,3578,4.0,1378490537
525,72998,3.0,1476476148
577,2020,4.0,945978416
468,318,3.0,831400444
597,2402,2.0,941730201
356,2395,3.5,1229139922
274,8373,3.0,1285027933
51,2033,4.5,1230931338
477,4874,4.0,1200941745
480,3253,4.5,1179178173
279,7153,4.0,1506394319
525,520,4.5,1476478770
606,50068,4.0,1172156761
312,1036,3.0,1043177517
570,1961,3.5,1181477628
474,1284,3.5,1107193636
462,1952,5.0,1293373028
387,551,3.5,1094876478
21,5254,3.0,1452052112
465,2916,4.0,959896120
414,6213,2.0,1073679510
10,6942,4.0,1455301621
41,54272,4.0,1459367571
414,3477,3.0,961517557
219,6879,3.0,1194740384
57,2291,4.0,972173640
239,648,4.0,1221159031
553,48516,5.0,1219557518
359,593,4.5,1198111963
72,2571,5.0,1217324848
210,62999,4.0,1527266297
317,858,5.0,1430361419
32,100,4.0,856736290
119,85020,4.5,1439059231
312,1175,5.0,1043176746
422,2959,4.0,1010279539
436,594,4.0,833530707
425,1729,3.5,1085490987
414,5663,3.5,1064941611
40,367,4.0,832059676
416,4848,4.0,1187496807
243,36,4.0,837155409
576,2723,4.0,1358151490
111,6952,0.5,1516141689
608,3793,4.0,1117161991
395,484,1.0,841505058
105,111759,3.5,1446571729
603,4029,3.0,980732199
497,50,3.0,1429127291
122,91535,4.0,1461562323
414,2001,3.0,961437615
414,3949,4.0,981554046
492,802,4.0,863976101
414,3823,4.0,989248906
313,2455,3.0,1030475189
274,2161,3.0,1288172843
486,253,4.0,839537142
46,288,3.0,834787967
221,2702,4.5,1111177988
551,2324,4.5,1504925161
608,741,3.5,1117336700
551,59315,4.0,1504925585
408,99112,5.0,1467361602
477,7153,4.0,1200940018
437,144,4.0,859721525
226,3440,2.5,1095694825
438,5580,3.5,1105670801
599,6614,2.0,1519351593
605,4639,4.0,1277096718
391,497,4.0,1030827466
182,5945,3.5,1054780517
278,4321,3.0,1193753182
504,3911,4.0,1072065932
553,16,5.0,1219558107
572,1569,4.0,946486946
290,900,4.0,974942209
505,327,2.5,1298779495
597,236,2.0,941559200
546,2792,3.0,973588665
365,135137,3.0,1489017065
19,3044,3.0,965711039
337,780,5.0,860255715
55,1947,0.5,1312747732
590,7036,3.0,1258417834
522,1732,4.5,1282293812
523,56367,4.0,1503126258
356,1234,4.0,1228073039
24,8784,3.0,1458941029
232,7259,2.5,1218166704
603,1717,3.0,953925705
448,111795,3.0,1437926422
122,51540,5.0,1461561867
318,106487,4.0,1413570241
492,1407,5.0,863976722
414,2405,3.0,961514438
608,170,4.5,1117504807
166,1784,3.5,1188774078
97,3578,4.0,1043382744
339,6016,5.0,1460519019
465,904,5.0,959895941
339,90405,4.5,1460518890
91,923,4.0,1112710903
469,1917,1.0,965334923
93,1641,4.0,942766804
427,5463,3.0,1053070285
561,3081,3.5,1491095248
317,84392,3.0,1430514455
226,6659,3.5,1096420912
301,377,2.5,1211377574
111,3821,1.5,1516144046
599,45186,3.0,1498523321
212,2048,3.5,1532362079
472,135,3.5,1345842837
353,204,2.0,831939843
414,2374,3.0,961518537
489,345,4.0,1333022454
64,2470,3.0,1161528886
123,112552,3.5,1447291816
358,2338,1.0,1339539232
522,66934,4.5,1254126450
339,40815,2.5,1460183491
606,3424,4.5,1171327393
42,1499,2.0,996256339
606,2203,4.0,1171363146
448,4367,1.0,1041761553
117,1035,4.0,844163615
216,3893,4.0,974733556
448,4816,3.0,1060601459
51,3868,3.0,1230930127
182,2841,4.0,1063284555
357,1258,5.0,1348610154
290,188,3.0,974943091
260,6385,3.0,1109410878
430,2501,5.0,963545212
89,3097,2.0,1520408343
489,41285,4.0,1333231983
606,4727,3.5,1171379889
160,1573,1.0,971115213
462,3462,3.5,1123893781
325,5540,3.0,1039398002
217,990,3.0,955942177
226,2858,4.0,1114838073
592,377,3.0,837350148
555,2335,4.0,978747372
564,96110,4.5,1481817831
498,349,5.0,839197218
414,5266,5.0,1033391106
365,158872,4.5,1489797050
597,1292,5.0,941640239
68,1485,3.5,1158533634
290,25,4.0,974942930
177,5266,3.5,1435524670
390,39183,2.5,1250339328
316,168,1.5,1111493108
78,27904,0.5,1252575324
113,351,5.0,980051862
111,65230,2.5,1517441446
512,595,4.0,841449258
553,1732,3.5,1219557999
448,2518,3.0,1019127974
132,6291,3.5,1157924194
117,73,4.0,844163663
305,57669,5.0,1460135958
63,2716,5.0,1443201173
19,3409,2.0,965703299
294,1731,1.0,966597212
570,520,1.5,1181475874
14,356,4.0,835441239
318,128900,4.5,1424455758
610,7984,4.0,1495959169
606,2962,3.0,1181674962
318,53996,3.5,1256504680
483,3147,3.5,1215895113
474,8534,3.5,1106057688
217,2065,2.0,955943681
307,6881,2.0,1186173557
57,2268,4.0,972172502
301,44191,2.5,1211377755
600,2762,3.5,1237857060
292,58299,3.0,1293562974
318,3728,4.0,1532874577
362,1625,4.0,1530637473
454,4979,4.5,1279480611
156,866,5.0,939843203
414,543,4.0,961438642
100,2513,2.0,1100186111
132,617,2.5,1174935055
166,7153,5.0,1188774339
336,2324,5.0,1122227453
105,112290,4.0,1446572612
414,6022,4.0,1045422454
317,1262,3.0,1430517307
599,141,3.0,1498523594
488,3147,3.5,1112382822
220,1387,5.0,1230328034
18,4973,4.0,1455209683
232,45208,2.5,1218169418
66,6378,4.5,1113189909
597,2683,5.0,940361972
534,96610,3.0,1459787997
10,7151,3.0,1455302670
606,3626,3.0,1171578658
274,3316,3.5,1171829645
534,2858,3.5,1459787997
298,3421,3.0,1447584529
590,6987,3.5,1264906548
6,54,4.0,845555402
217,2354,3.0,955942742
206,648,3.0,850763267
400,1221,4.5,1498870513
413,51662,5.0,1484440066
100,2716,3.5,1100184818
292,3505,4.0,1265679626
60,1203,3.0,1393542084
380,55232,3.0,1494696247
182,4025,2.5,1054782430
610,6333,4.0,1493845384
177,454,2.5,1435890562
365,102686,4.5,1488673349
380,1356,5.0,1493420129
182,1222,5.0,1054780297
182,4223,2.0,1054782670
562,65088,3.5,1368896938
606,4359,4.0,1349082709
591,3916,4.0,970524567
590,3451,4.5,1264194102
286,1183,3.0,1119563360
182,2628,1.5,1054780075
597,2433,3.0,940362198
288,1952,4.0,979163463
92,2454,4.0,1294941568
226,2916,4.0,1095662838
452,780,5.0,1013396422
24,2686,4.0,1458943925
274,57368,3.0,1208200744
593,50,4.5,1181007737
420,53468,3.5,1218039966
57,2155,3.0,969753372
520,911,4.0,1326687754
226,2378,3.5,1096420028
475,4369,4.5,1498030615
159,64969,4.0,1508641056
228,1385,3.0,1363222670
307,595,3.0,1186086099
387,26231,4.0,1198139804
479,2362,4.0,1039361336
195,70,4.0,979858326
15,1653,4.5,1510572798
599,87197,3.0,1498522874
474,933,3.5,1089386265
33,562,5.0,939715485
294,539,3.0,966595946
393,45722,5.0,1430507487
238,3528,4.0,1007932168
610,27592,5.0,1479545128
52,1198,3.5,1468051097
187,3328,5.0,1161954924
561,91500,3.0,1491094834
288,59369,4.0,1262106654
153,100843,3.5,1525549607
68,74946,5.0,1305150613
335,2770,1.0,1261541341
310,252,2.5,1078647890
136,348,1.0,832449595
474,6744,2.5,1062387694
474,7440,4.0,1142279167
141,317,3.5,1513131947
555,3500,3.0,978747317
42,1089,5.0,996217838
564,2572,3.0,1478453983
492,1363,4.0,863976722
418,6807,5.0,1461869148
86,1680,4.5,1343944714
74,1041,5.0,1207499247
68,637,2.5,1261624252
421,2324,5.0,1311501622
509,49274,2.5,1435995378
298,47640,3.0,1467489421
68,68954,3.0,1261084433
96,2571,4.0,964772731
305,112852,4.5,1460136524
249,7373,4.0,1415415388
202,1280,4.0,974926010
436,440,4.0,833529863
420,33903,4.5,1218036827
480,4848,3.5,1179163996
202,3359,4.0,974912496
211,48774,3.5,1350912813
223,8961,4.5,1226209659
414,3499,4.0,962371795
95,2105,4.5,1105401153
249,2273,4.0,1353800138
58,282,4.0,847718851
109,122,3.0,841109220
610,44974,3.5,1493849640
368,3702,3.0,975829046
51,934,1.0,1230930567
45,2108,2.0,951170390
314,185,2.0,834241545
554,1022,5.0,944900488
590,2411,2.0,1267150842
249,112070,3.5,1413206823
422,3037,4.0,986173413
393,1089,5.0,1430506089
534,57504,4.5,1459792605
599,54274,0.5,1498502634
263,2501,4.0,940383511
372,1092,3.0,874416907
483,4446,4.0,1415579159
410,1251,4.0,990729062
307,433,1.5,1186173026
226,2683,4.0,1095662826
41,5014,3.0,1458939178
448,172,2.0,1080549606
244,1785,5.0,975093513
489,4027,2.5,1333101702
377,585,4.0,1340341855
608,4558,2.0,1117506640
100,3274,4.0,1100186044
610,88327,3.0,1479544228
229,377,4.0,838143959
57,3107,3.0,969754482
565,509,4.0,846533485
98,52975,4.0,1532457663
391,4278,5.0,1032389993
232,4447,3.0,1218167909
21,2991,4.5,1403460842
43,351,4.0,848994534
